bus,name,base_kv,type,voltage_pu,angle_deg
207,PV1LV2(67),0.6600000262260437,1,0.9967500567436218,59.76240539550781
208,PV1LV2(68),0.6600000262260437,1,0.9967775940895081,59.76149368286133
209,PV1LV2(69),0.6600000262260437,1,1.0083903074264526,59.774444580078125
211,PV1LV2(70),0.6600000262260437,1,0.9967930912971497,59.7638053894043
212,PV1LV2(71),0.6600000262260437,1,0.9967923760414124,59.76216506958008
213,PV1LV2(72),0.6600000262260437,1,1.0084565877914429,59.77484893798828
214,PV1LV2(73),0.6600000262260437,1,1.008347749710083,59.77548599243164
215,PV1LV2(74),0.6600000262260437,1,1.0083476305007935,59.77548599243164
216,PV1LV2(75),0.6600000262260437,1,1.0083805322647095,59.774658203125
217,PV1LV2(76),0.6600000262260437,1,1.0083547830581665,59.77528381347656
218,PV1LV2(77),0.6600000262260437,1,1.008416771888733,59.774688720703125
219,PV1LV2(78),0.6600000262260437,1,1.0082958936691284,59.77456283569336
220,PV1LV2(79),0.6600000262260437,1,1.0084103345870972,59.77436447143555
222,PV1LV2(80),0.6600000262260437,1,1.0084360837936401,59.775390625
223,PV1LV2(81),0.6600000262260437,1,1.008452296257019,59.77491760253906
224,PV1LV2(82),0.6600000262260437,1,1.0084480047225952,59.77510070800781
225,PV1LV2(83),0.6600000262260437,1,0.9971948266029358,59.703426361083984
226,PV1LV2(84),0.6600000262260437,1,0.9959580302238464,59.75953674316406
227,PV1LV2(85),0.6600000262260437,1,0.9972373247146606,59.70238494873047
228,PV1LV2(86),0.6600000262260437,1,0.9947021007537842,59.775936126708984
229,PV1LV2(87),0.6600000262260437,1,0.9959819316864014,59.76164627075195
230,PV1LV2(88),0.6600000262260437,1,0.9955841898918152,59.7807731628418
231,PV1LV2(89),0.6600000262260437,1,0.9946728348731995,59.77492904663086
233,PV1LV2(90),0.6600000262260437,1,0.9971819519996643,59.703739166259766
234,PV1LV2(91),0.6600000262260437,1,0.9959335327148438,59.761539459228516
235,PV1LV2(92),0.6600000262260437,1,0.9959707260131836,59.76191711425781
236,PV1LV2(93),0.6600000262260437,1,0.9955556988716125,59.779808044433594
237,PV1LV2(94),0.6600000262260437,1,0.9955955147743225,59.78048324584961
238,PV1LV2(95),0.6600000262260437,1,0.9946916699409485,59.776214599609375
239,PV1LV2(96),0.6600000262260437,1,0.9946929216384888,59.776180267333984
240,PV1LV2(97),0.6600000262260437,1,0.9946863651275635,59.776371002197266
241,PV1LV2(98),0.6600000262260437,1,0.9956308603286743,59.77959442138672
242,PV1LV2(99),0.6600000262260437,1,0.9967608451843262,59.76191711425781
244,PV2LV1(100),0.6600000262260437,1,0.996793270111084,59.76203155517578
245,PV2LV1(101),0.6600000262260437,1,0.9968933463096619,59.76129913330078
246,PV2LV1(102),0.6600000262260437,1,0.9967406988143921,59.76219177246094
247,PV2LV1(103),0.6600000262260437,1,0.9969480037689209,59.760902404785156
248,PV2LV1(104),0.6600000262260437,1,0.996793806552887,59.76368713378906
249,PV2LV1(105),0.6600000262260437,1,0.99562668800354,59.779624938964844
250,PV2LV1(106),0.6600000262260437,1,0.9968459010124207,59.76329803466797
251,PV2LV1(107),0.6600000262260437,1,0.997796893119812,59.75684356689453
252,PV2LV1(108),0.6600000262260437,1,0.9977861046791077,59.75709915161133
253,PV2LV1(109),0.6600000262260437,1,0.9977596998214722,59.7577018737793
255,PV2LV1(110),0.6600000262260437,1,0.9975516200065613,59.75690460205078
256,PV2LV1(111),0.6600000262260437,1,0.9978188276290894,59.7563591003418
257,PV2LV1(112),0.6600000262260437,1,0.9977174997329712,59.7586784362793
258,PV2LV1(113),0.6600000262260437,1,0.9971573352813721,59.703086853027344
259,PV2LV1(114),0.6600000262260437,1,0.997159481048584,59.703041076660156
260,PV2LV1(115),0.6600000262260437,1,0.9971415400505066,59.703460693359375
261,PV2LV1(116),0.6600000262260437,1,0.997177243232727,59.7026252746582
262,PV2LV1(117),0.6600000262260437,1,0.9972022175788879,59.70204544067383
263,PV2LV1(118),0.6600000262260437,1,0.9972309470176697,59.70242691040039
264,PV2LV1(119),0.6600000262260437,1,0.9970977306365967,59.701934814453125
266,PV2LV1(120),0.6600000262260437,1,0.9960001707077026,59.76103973388672
267,PV2LV1(121),0.6600000262260437,1,0.9971859455108643,59.70338821411133
268,PV2LV1(122),0.6600000262260437,1,0.9972200989723206,59.70262145996094
269,PV2LV1(123),0.6600000262260437,1,0.9971561431884766,59.70085144042969
270,PV2LV1(124),0.6600000262260437,1,0.9959133863449097,59.76181411743164
325,PV2LV1(65),0.6600000262260437,1,0.9967493414878845,59.761802673339844
326,PV2LV1(66),0.6600000262260437,1,0.9968109726905823,59.76327896118164
327,PV2LV1(67),0.6600000262260437,1,0.9968303442001343,59.763710021972656
328,PV2LV1(68),0.6600000262260437,1,0.9967508316040039,59.762290954589844
329,PV2LV1(69),0.6600000262260437,1,0.9967860579490662,59.762351989746094
331,PV2LV1(70),0.6600000262260437,1,1.0084519386291504,59.77490997314453
332,PV2LV1(71),0.6600000262260437,1,1.0083926916122437,59.774986267089844
