branch_index,from_bus,from_name,to_bus,to_name,ckt,metered_bus,status,p_from_to_mw,q_from_to_mvar,p_to_from_mw,q_to_from_mvar,p_metered_mw,q_metered_mvar,mva_from_to
1,2,POC2,762,TERMINAL(26),1,2,1,0.8211538320135224,-4.761662507434608,-0.821022599853744,4.686557879243371,0.8211538320135224,-4.761662507434608,4.831948204455315
2,2,POC2,768,TERMINAL(31),1,2,1,0.6532296764552231,-1.8926231247871999,-0.6532076060816988,1.8164720756954154,0.6532296764552231,-1.8926231247871999,2.0021816357865885
3,2,POC2,773,TERMINAL(36),1,2,1,1.5541531503934707,-4.475046109301368,-1.5540267299236663,4.399896321741024,1.5541531503934707,-4.475046109301368,4.7372386149793275
4,2,POC2,776,TERMINAL(39),1,2,1,0.5472478298147643,-2.5721425412382315,-0.5472093883092523,2.4961472945918084,0.5472478298147643,-2.5721425412382315,2.6297143266302587
5,2,POC2,785,TERMINAL(47),1,2,1,1.5553038811242255,-5.579201880585782,-1.5551152522814968,5.504650711569319,1.5553038811242255,-5.579201880585782,5.791930920424726
548,2,POC2,2001,DUMMY,1,2001,1,-5.0866778480386206,19.335164455381832,5.0866778480386206,-19.33467761090973,5.0866778480386206,-19.33467761090973,19.993070700780006
549,9001,DUMMY,2000,POC2_0,1,2000,1,-5.1403223570580066,16.766420464541895,5.164978648775235,-16.698215887085016,5.164978648775235,-16.698215887085016,17.536697782886026
550,9001,DUMMY,2001,DUMMY,1,9001,1,5.144636460221779,-16.766390858572265,-5.131736488548774,19.28362830490555,5.144636460221779,-16.766390858572265,17.53793450581507
